,district,fiyat,,update_date,m2_brut,bina_yasi,kat_sayisi,kullanim_durumu,banyo_sayisi,creation_date,Type,m2_net,oda_sayisi,bulundugu_kat,isitma_tip,site
16687,maltepe,"800,000TL",,27 Şubat 2022,120 m2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,2,27 Şubat 2022,Konut,90 m2,3+1,2. Kat,Kombi Doğalgaz,Hayır
16688,maltepe,"1,225,000TL",,27 Şubat 2022,135 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,1,27 Şubat 2022,Konut,120 m2,3+1,4. Kat,Kombi Doğalgaz,Hayır
16689,maltepe,"1,550,000TL",,26 Şubat 2022,95 m2,4,4,Kiracı Oturuyor,1,26 Şubat 2022,Konut,85 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16690,maltepe,"2,250,000TL",,26 Şubat 2022,130 m2,10-May,4,Kiracı Oturuyor,2,26 Şubat 2022,Konut,110 m2,3+1,1. Kat,Merkezi (Pay Ölçer),Hayır
16691,maltepe,"2,600,000TL",,26 Şubat 2022,155 m2,16-20,9,Mülk Sahibi Oturuyor,2,26 Şubat 2022,Konut,145 m2,3+1,8. Kat,Kombi Doğalgaz,Hayır
16692,maltepe,"750,000TL",,26 Şubat 2022,70 m2,10-May,9,Mülk Sahibi Oturuyor,1,26 Şubat 2022,Konut,55 m2,1+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16693,maltepe,"1,850,000TL",,28 Şubat 2022,127 m2,0 (Yeni),4,Kiracı Oturuyor,1,27 Şubat 2022,Konut,90 m2,2+1,4. Kat,Kombi Doğalgaz,Hayır
16694,maltepe,"2,850,000TL",,01 Mart 2022,130 m2,2,4,Kiracı Oturuyor,2,26 Şubat 2022,Konut,115 m2,3+1,3. Kat,Kombi Doğalgaz,Hayır
16695,maltepe,"2,750,000TL",,25 Şubat 2022,190 m2,3,5,Mülk Sahibi Oturuyor,2,25 Şubat 2022,Konut,160 m2,4+2,5. Kat,Kombi Doğalgaz,Hayır
16696,maltepe,"1,350,000TL",,25 Şubat 2022,90 m2,10-May,4,Mülk Sahibi Oturuyor,1,25 Şubat 2022,Konut,70 m2,2+1,3. Kat,Kombi Doğalgaz,Hayır
16697,maltepe,"790,000TL",,25 Şubat 2022,90 m2,10-May,5,Mülk Sahibi Oturuyor,2,25 Şubat 2022,Konut,70 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
16698,maltepe,"730,000TLarrow_downward%9",,03 Mart 2022,85 m2,15-Nov,4,Kiracı Oturuyor,1,25 Şubat 2022,Konut,75 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Evet
16699,maltepe,"1,650,000TL",,25 Şubat 2022,120 m2,21 Ve Üzeri,4,Boş,1,25 Şubat 2022,Konut,100 m2,3+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16700,maltepe,"750,000TL",,25 Şubat 2022,95 m2,10-May,4,Kiracı Oturuyor,1,25 Şubat 2022,Konut,90 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
16701,maltepe,"1,950,000TL",,25 Şubat 2022,102 m2,2,5,Mülk Sahibi Oturuyor,1,25 Şubat 2022,Konut,92 m2,2+1,2. Kat,Merkezi (Pay Ölçer),Evet
16702,maltepe,"1,250,000TL",,26 Şubat 2022,135 m2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,2,26 Şubat 2022,Konut,120 m2,3+1,5. Kat,Kombi Doğalgaz,Hayır
16703,maltepe,"1,200,000TL",,03 Mart 2022,86 m2,0 (Yeni),6,Boş,1,26 Şubat 2022,Konut,73 m2,2+1,Kot 2 (-2). Kat,Yerden Isıtma,Hayır
16704,maltepe,"1,100,000TL",,03 Mart 2022,81 m2,0 (Yeni),6,Boş,1,26 Şubat 2022,Konut,68 m2,2+1,Kot 2 (-2). Kat,Yerden Isıtma,Hayır
16705,maltepe,"1,100,000TL",,03 Mart 2022,83 m2,0 (Yeni),6,Boş,1,26 Şubat 2022,Konut,70 m2,2+1,Kot 2 (-2). Kat,Yerden Isıtma,Hayır
16706,maltepe,"950,000TL",,26 Şubat 2022,130 m2,21 Ve Üzeri,10,Mülk Sahibi Oturuyor,2,26 Şubat 2022,Konut,115 m2,3+1,1. Kat,Merkezi (Pay Ölçer),Hayır
16707,maltepe,"1,750,000TL",,25 Şubat 2022,135 m2,21 Ve Üzeri,6,Kiracı Oturuyor,2,25 Şubat 2022,Konut,120 m2,3+1,1. Kat,Kombi Doğalgaz,Evet
16708,maltepe,"1,875,000TL",,25 Şubat 2022,176 m2,0 (Yeni),6,Mülk Sahibi Oturuyor,2,25 Şubat 2022,Konut,148 m2,4+2,6. Kat,Merkezi (Pay Ölçer),Hayır
16709,maltepe,"1,650,000TL",,25 Şubat 2022,125 m2,21 Ve Üzeri,4,Boş,1,25 Şubat 2022,Konut,110 m2,3+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16710,maltepe,"1,380,000TL",,25 Şubat 2022,139 m2,21 Ve Üzeri,10,Mülk Sahibi Oturuyor,2,25 Şubat 2022,Konut,120 m2,3+1,3. Kat,Kombi Doğalgaz,Hayır
16711,maltepe,"665,000TL",,25 Şubat 2022,145 m2,21 Ve Üzeri,7,Mülk Sahibi Oturuyor,2,25 Şubat 2022,Konut,132 m2,3+1,5. Kat,Kombi Doğalgaz,Hayır
16712,maltepe,"1,750,000TL",,25 Şubat 2022,125 m2,1,8,Mülk Sahibi Oturuyor,2,25 Şubat 2022,Konut,90 m2,3+1,3. Kat,Yerden Isıtma,Hayır
16713,maltepe,"1,200,000TL",,03 Mart 2022,95 m2,21 Ve Üzeri,4,Kiracı Oturuyor,1,25 Şubat 2022,Konut,85 m2,3+1,2. Kat,Kombi Doğalgaz,Hayır
16714,maltepe,"850,000TLarrow_downward%11",,04 Mart 2022,95 m2,10-May,4,Kiracı Oturuyor,1,25 Şubat 2022,Konut,85 m2,2+1,1. Kat,Kombi Doğalgaz,Evet
16715,maltepe,"2,150,000TL",,25 Şubat 2022,95 m2,10-May,5,Mülk Sahibi Oturuyor,1,25 Şubat 2022,Konut,77 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
16716,maltepe,"1,355,000TL",,25 Şubat 2022,80 m2,4,4,Kiracı Oturuyor,1,25 Şubat 2022,Konut,70 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16717,maltepe,"1,650,000TL",,25 Şubat 2022,120 m2,21 Ve Üzeri,4,Boş,1,25 Şubat 2022,Konut,100 m2,3+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16718,maltepe,"2,000,000TL",,03 Mart 2022,139 m2,0 (Yeni),6,Boş,2,25 Şubat 2022,Konut,129 m2,4+2,3. Kat,Yerden Isıtma,Hayır
16719,maltepe,"2,200,000TL",,03 Mart 2022,170 m2,0 (Yeni),6,Boş,2,25 Şubat 2022,Konut,141 m2,4+2,3. Kat,Yerden Isıtma,Hayır
16720,maltepe,"1,350,000TL",,03 Mart 2022,76 m2,0 (Yeni),6,Boş,1,25 Şubat 2022,Konut,63 m2,2+1,2. Kat,Yerden Isıtma,Hayır
16721,maltepe,"4,251,000TL",,25 Şubat 2022,118 m2,0 (Yeni),30,Mülk Sahibi Oturuyor,1,25 Şubat 2022,Konut,78 m2,2+1,18. Kat,Merkezi (Pay Ölçer),Hayır
16722,maltepe,"3,286,513TL",,25 Şubat 2022,114 m2,0 (Yeni),30,Mülk Sahibi Oturuyor,2,25 Şubat 2022,Konut,113 m2,2+1,17. Kat,Kombi Doğalgaz,Hayır
16723,maltepe,"1,150,000TL",,28 Şubat 2022,75 m2,0 (Yeni),4,Boş,2,25 Şubat 2022,Konut,65 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
16724,maltepe,"490,000TL",,28 Şubat 2022,95 m2,10-May,4,Mülk Sahibi Oturuyor,1,28 Şubat 2022,Konut,85 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16725,maltepe,"650,000TL",,28 Şubat 2022,100 m2,21 Ve Üzeri,4,Kiracı Oturuyor,1,28 Şubat 2022,Konut,80 m2,2+1,Düz Giriş,Doğalgaz Sobalı,Hayır
16726,maltepe,"2,500,000TL",,03 Mart 2022,156 m2,0 (Yeni),5,Boş,2,28 Şubat 2022,Konut,145 m2,4+2,5. Kat,Yerden Isıtma,Hayır
16727,maltepe,"1,350,000TL",,28 Şubat 2022,79 m2,0 (Yeni),5,Boş,1,28 Şubat 2022,Konut,69 m2,2+1,1. Kat,Yerden Isıtma,Hayır
16728,maltepe,"1,550,000TL",,03 Mart 2022,79 m2,0 (Yeni),5,Boş,1,28 Şubat 2022,Konut,69 m2,2+1,2. Kat,Yerden Isıtma,Hayır
16729,maltepe,"1,050,000TL",,28 Şubat 2022,79 m2,0 (Yeni),5,Boş,1,28 Şubat 2022,Konut,69 m2,2+1,Kot 1 (-1). Kat,Yerden Isıtma,Hayır
16730,maltepe,"1,540,000TL",,28 Şubat 2022,110 m2,10-May,4,Mülk Sahibi Oturuyor,2,28 Şubat 2022,Konut,90 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
16731,maltepe,"1,760,000TL",,27 Şubat 2022,73 m2,10-May,24,Mülk Sahibi Oturuyor,1,27 Şubat 2022,Konut,53 m2,1+1,3. Kat,Merkezi (Pay Ölçer),Hayır
16732,maltepe,"2,450,000TL",,27 Şubat 2022,100 m2,4,4,Boş,1,27 Şubat 2022,Konut,90 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
16733,maltepe,"1,425,000TL",,01 Mart 2022,90 m2,15-Nov,4,Mülk Sahibi Oturuyor,1,27 Şubat 2022,Konut,80 m2,2+1,Düz Giriş,Kombi Doğalgaz,Hayır
16734,maltepe,"1,575,000TL",,01 Mart 2022,120 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,1,27 Şubat 2022,Konut,100 m2,3+1,1. Kat,Kombi Doğalgaz,Hayır
16735,maltepe,"2,200,000TL",,26 Şubat 2022,120 m2,2,4,Boş,1,26 Şubat 2022,Konut,100 m2,3+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16736,maltepe,"775,000TL",,26 Şubat 2022,110 m2,21 Ve Üzeri,4,Kiracı Oturuyor,2,26 Şubat 2022,Konut,95 m2,2+1,Düz Giriş,Kombi Doğalgaz,Hayır
16737,maltepe,"1,450,000TL",,26 Şubat 2022,90 m2,4,4,Kiracı Oturuyor,1,26 Şubat 2022,Konut,78 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16738,maltepe,"1,025,000TL",,26 Şubat 2022,135 m2,21 Ve Üzeri,4,Kiracı Oturuyor,2,26 Şubat 2022,Konut,115 m2,3+1,2. Kat,Kombi Doğalgaz,Hayır
16739,maltepe,"1,950,000TL",,26 Şubat 2022,240 m2,21 Ve Üzeri,4,Kiracı Oturuyor,2,26 Şubat 2022,Konut,200 m2,3+2,4. Kat,Kombi Doğalgaz,Hayır
16740,maltepe,"1,500,000TL",,27 Şubat 2022,90 m2,4,4,Kiracı Oturuyor,1,27 Şubat 2022,Konut,75 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16741,maltepe,"1,125,000TL",,26 Şubat 2022,120 m2,21 Ve Üzeri,9,Kiracı Oturuyor,3,26 Şubat 2022,Konut,105 m2,2+1,6. Kat,Kombi Doğalgaz,Hayır
16742,maltepe,"2,550,000TL",,04 Mart 2022,190 m2,4,4,Mülk Sahibi Oturuyor,2,25 Şubat 2022,Konut,170 m2,3+2,4. Kat,Kombi Doğalgaz,Hayır
16743,maltepe,"1,975,000TL",,25 Şubat 2022,125 m2,10-May,4,Mülk Sahibi Oturuyor,2,25 Şubat 2022,Konut,105 m2,3+1,1. Kat,Kombi Doğalgaz,Hayır
16744,maltepe,"1,230,000TL",,25 Şubat 2022,115 m2,21 Ve Üzeri,6,Boş,1,25 Şubat 2022,Konut,95 m2,2+1,3. Kat,Kombi Doğalgaz,Hayır
16745,maltepe,"1,200,000TL",,26 Şubat 2022,90 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,2,26 Şubat 2022,Konut,80 m2,2+1,3. Kat,Kombi Doğalgaz,Hayır
16746,maltepe,"1,250,000TL",,26 Şubat 2022,125 m2,4,18,Mülk Sahibi Oturuyor,1,26 Şubat 2022,Konut,110 m2,2+1,5. Kat,Merkezi (Pay Ölçer),Hayır
16747,maltepe,"1,150,000TL",,03 Mart 2022,85 m2,0 (Yeni),6,Boş,1,26 Şubat 2022,Konut,72 m2,2+1,Kot 2 (-2). Kat,Yerden Isıtma,Hayır
16748,maltepe,"1,150,000TL",,03 Mart 2022,81 m2,0 (Yeni),6,Boş,1,26 Şubat 2022,Konut,68 m2,2+1,Kot 1 (-1). Kat,Yerden Isıtma,Hayır
16749,maltepe,"1,150,000TL",,03 Mart 2022,84 m2,0 (Yeni),6,Boş,1,26 Şubat 2022,Konut,71 m2,2+1,Kot 1 (-1). Kat,Yerden Isıtma,Hayır
16750,maltepe,"1,250,000TL",,03 Mart 2022,85 m2,0 (Yeni),6,Boş,1,26 Şubat 2022,Konut,72 m2,2+1,Kot 2 (-2). Kat,Yerden Isıtma,Hayır
16751,maltepe,"1,250,000TL",,03 Mart 2022,85 m2,0 (Yeni),6,Boş,1,26 Şubat 2022,Konut,72 m2,2+1,Kot 2 (-2). Kat,Yerden Isıtma,Hayır
16752,maltepe,"1,250,000TL",,03 Mart 2022,85 m2,0 (Yeni),6,Boş,1,26 Şubat 2022,Konut,70 m2,2+1,2. Kat,Yerden Isıtma,Hayır
16753,maltepe,"995,000TL",,03 Mart 2022,74 m2,0 (Yeni),6,Boş,1,26 Şubat 2022,Konut,57 m2,2+1,Kot 1 (-1). Kat,Yerden Isıtma,Hayır
16754,maltepe,"995,000TL",,03 Mart 2022,79 m2,0 (Yeni),6,Boş,1,26 Şubat 2022,Konut,62 m2,2+1,Kot 2 (-2). Kat,Yerden Isıtma,Hayır
16755,maltepe,"1,150,000TL",,26 Şubat 2022,55 m2,3,4,Kiracı Oturuyor,1,26 Şubat 2022,Konut,45 m2,1+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16756,maltepe,"3,250,000TL",,26 Şubat 2022,320 m2,10-May,4,Mülk Sahibi Oturuyor,3,25 Şubat 2022,Konut,285 m2,6+2,4. Kat,Kombi Doğalgaz,Hayır
16757,maltepe,"1,350,000TL",,03 Mart 2022,84 m2,0 (Yeni),6,Boş,1,25 Şubat 2022,Konut,71 m2,2+1,2. Kat,Yerden Isıtma,Hayır
16758,maltepe,"1,350,000TL",,03 Mart 2022,81 m2,0 (Yeni),6,Boş,1,25 Şubat 2022,Konut,68 m2,2+1,2. Kat,Yerden Isıtma,Hayır
16759,maltepe,"1,350,000TL",,03 Mart 2022,82 m2,0 (Yeni),6,Boş,1,25 Şubat 2022,Konut,69 m2,2+1,2. Kat,Yerden Isıtma,Hayır
16760,maltepe,"1,300,000TL",,03 Mart 2022,81 m2,0 (Yeni),6,Boş,1,25 Şubat 2022,Konut,68 m2,2+1,1. Kat,Yerden Isıtma,Hayır
16761,maltepe,"1,450,000TL",,03 Mart 2022,86 m2,0 (Yeni),6,Boş,1,25 Şubat 2022,Konut,73 m2,2+1,1. Kat,Yerden Isıtma,Hayır
16762,maltepe,"1,300,000TL",,03 Mart 2022,83 m2,0 (Yeni),6,Boş,1,25 Şubat 2022,Konut,71 m2,2+1,1. Kat,Yerden Isıtma,Hayır
16763,maltepe,"1,300,000TL",,03 Mart 2022,82 m2,0 (Yeni),6,Boş,1,25 Şubat 2022,Konut,69 m2,2+1,1. Kat,Yerden Isıtma,Hayır
16764,maltepe,"1,350,000TL",,03 Mart 2022,85 m2,0 (Yeni),6,Boş,1,25 Şubat 2022,Konut,72 m2,2+1,Düz Giriş,Yerden Isıtma,Hayır
16765,maltepe,"1,250,000TL",,03 Mart 2022,76 m2,0 (Yeni),6,Boş,1,25 Şubat 2022,Konut,63 m2,2+1,Düz Giriş,Yerden Isıtma,Hayır
16766,maltepe,"845,000TL",,03 Mart 2022,110 m2,15-Nov,5,Boş,2,26 Şubat 2022,Konut,90 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
16767,maltepe,"3,800,000TL",,26 Şubat 2022,133 m2,0 (Yeni),15,Mülk Sahibi Oturuyor,2,26 Şubat 2022,Konut,90 m2,3+1,8. Kat,Merkezi (Pay Ölçer),Hayır
16768,maltepe,"1,300,000TL",,25 Şubat 2022,95 m2,0 (Yeni),5,Mülk Sahibi Oturuyor,1,25 Şubat 2022,Konut,77 m2,2+1,2. Kat,Merkezi Doğalgaz,Hayır
16769,maltepe,"2,275,000TL",,24 Şubat 2022,85 m2,2,4,Kiracı Oturuyor,1,24 Şubat 2022,Konut,75 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
16770,maltepe,"430,000TL",,02 Mart 2022,95 m2,16-20,7,Mülk Sahibi Oturuyor,1,24 Şubat 2022,Konut,80 m2,2+1,3. Kat,Kombi Doğalgaz,Hayır
16771,maltepe,"420,000TL",,24 Şubat 2022,95 m2,16-20,7,Mülk Sahibi Oturuyor,2,24 Şubat 2022,Konut,94 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
16772,maltepe,"1,450,000TL",,25 Şubat 2022,135 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,1,25 Şubat 2022,Konut,115 m2,3+1,1. Kat,Merkezi Doğalgaz,Hayır
16773,maltepe,"900,000TL",,24 Şubat 2022,90 m2,16-20,4,Mülk Sahibi Oturuyor,1,24 Şubat 2022,Konut,80 m2,2+1,Düz Giriş,Kombi Doğalgaz,Hayır
16774,maltepe,"1,555,000TL",,24 Şubat 2022,90 m2,3,4,Kiracı Oturuyor,1,24 Şubat 2022,Konut,70 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
16775,maltepe,"3,308,059TL",,25 Şubat 2022,163 m2,0 (Yeni),2,Mülk Sahibi Oturuyor,2,25 Şubat 2022,Konut,115 m2,1+1,1. Kat,Merkezi (Pay Ölçer),Hayır
16776,maltepe,"1,250,000TL",,03 Mart 2022,84 m2,0 (Yeni),6,Boş,1,25 Şubat 2022,Konut,71 m2,2+1,Düz Giriş,Yerden Isıtma,Hayır
16777,maltepe,"1,250,000TL",,03 Mart 2022,82 m2,0 (Yeni),6,Boş,1,25 Şubat 2022,Konut,69 m2,2+1,Düz Giriş,Yerden Isıtma,Hayır
16778,maltepe,"1,150,000TL",,26 Şubat 2022,86 m2,0 (Yeni),6,Boş,1,25 Şubat 2022,Konut,73 m2,2+1,Düz Giriş,Yerden Isıtma,Hayır
16779,maltepe,"1,300,000TL",,03 Mart 2022,85 m2,0 (Yeni),6,Boş,1,25 Şubat 2022,Konut,72 m2,2+1,Kot 1 (-1). Kat,Yerden Isıtma,Hayır
16780,maltepe,"2,175,000TL",,04 Mart 2022,130 m2,4,4,Mülk Sahibi Oturuyor,1,24 Şubat 2022,Konut,105 m2,3+1,Düz Giriş,Kombi Doğalgaz,Hayır
16781,maltepe,"2,550,000TL",,04 Mart 2022,165 m2,21 Ve Üzeri,10,Mülk Sahibi Oturuyor,2,24 Şubat 2022,Konut,145 m2,3+1,8. Kat,Merkezi Doğalgaz,Hayır
16782,maltepe,"2,250,000TL",,04 Mart 2022,150 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,1,24 Şubat 2022,Konut,130 m2,3+1,1. Kat,Kombi Doğalgaz,Hayır
16783,maltepe,"1,150,000TL",,04 Mart 2022,95 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,1,24 Şubat 2022,Konut,80 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16784,maltepe,"2,225,000TL",,04 Mart 2022,100 m2,0 (Yeni),4,Mülk Sahibi Oturuyor,2,24 Şubat 2022,Konut,80 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
16785,maltepe,"775,000TL",,24 Şubat 2022,75 m2,1,7,Mülk Sahibi Oturuyor,1,24 Şubat 2022,Konut,65 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
16786,maltepe,"575,000TLarrow_downward%11",,03 Mart 2022,125 m2,21 Ve Üzeri,6,Kiracı Oturuyor,1,24 Şubat 2022,Konut,105 m2,3+1,1. Kat,Kombi Doğalgaz,Evet
16787,maltepe,"2,400,000TL",,24 Şubat 2022,105 m2,10-May,24,Mülk Sahibi Oturuyor,1,24 Şubat 2022,Konut,60 m2,2+1,11. Kat,Merkezi (Pay Ölçer),Evet
16788,maltepe,"595,000TL",,03 Mart 2022,75 m2,10-May,5,Mülk Sahibi Oturuyor,1,24 Şubat 2022,Konut,60 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16789,maltepe,"2,650,000TL",,24 Şubat 2022,130 m2,4,4,Kiracı Oturuyor,2,24 Şubat 2022,Konut,115 m2,3+1,2. Kat,Merkezi (Pay Ölçer),Hayır
16790,maltepe,"2,250,000TL",,24 Şubat 2022,95 m2,15-Nov,4,Kiracı Oturuyor,1,24 Şubat 2022,Konut,85 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
16791,maltepe,"850,000TL",,24 Şubat 2022,80 m2,15-Nov,5,Mülk Sahibi Oturuyor,2,24 Şubat 2022,Konut,70 m2,2+1,Düz Giriş,Kombi Doğalgaz,Hayır
16792,maltepe,"2,350,000TL",,24 Şubat 2022,150 m2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,2,24 Şubat 2022,Konut,128 m2,3+1,1. Kat,Kombi Doğalgaz,Hayır
16793,maltepe,"2,550,000TL",,23 Şubat 2022,210 m2,10-May,5,Mülk Sahibi Oturuyor,2,23 Şubat 2022,Konut,170 m2,4+2,5. Kat,Kombi Doğalgaz,Hayır
16794,maltepe,"1,400,000TL",,23 Şubat 2022,120 m2,4,7,Kiracı Oturuyor,1,23 Şubat 2022,Konut,95 m2,2+1,7. Kat,Kombi Doğalgaz,Hayır
16795,maltepe,"2,400,000TL",,24 Şubat 2022,106 m2,10-May,17,Mülk Sahibi Oturuyor,1,24 Şubat 2022,Konut,75 m2,2+1,10. Kat,Merkezi (Pay Ölçer),Hayır
16796,maltepe,"2,550,000TL",,24 Şubat 2022,157 m2,15-Nov,4,Boş,2,24 Şubat 2022,Konut,130 m2,3+1,Düz Giriş,Kombi Doğalgaz,Evet
16797,maltepe,"2,450,000TL",,04 Mart 2022,100 m2,4,5,Mülk Sahibi Oturuyor,2,24 Şubat 2022,Konut,80 m2,2+1,3. Kat,Kombi Doğalgaz,Hayır
16798,maltepe,"2,300,000TL",,23 Şubat 2022,158 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,1,23 Şubat 2022,Konut,137 m2,2+1,Bahçe Katı,Yerden Isıtma,Hayır
16799,maltepe,"1,325,000TL",,23 Şubat 2022,170 m2,4,4,Mülk Sahibi Oturuyor,2,23 Şubat 2022,Konut,150 m2,3+2,4. Kat,Kombi Doğalgaz,Hayır
16800,maltepe,"3,050,000TL",,23 Şubat 2022,130 m2,3,16,Mülk Sahibi Oturuyor,2,23 Şubat 2022,Konut,100 m2,3+1,4. Kat,Merkezi (Pay Ölçer),Hayır
16801,maltepe,"1,150,000TL",,01 Mart 2022,90 m2,21 Ve Üzeri,4,Boş,1,23 Şubat 2022,Konut,75 m2,2+1,Düz Giriş,Kombi Doğalgaz,Hayır
16802,maltepe,"795,000TL",,23 Şubat 2022,50 m2,0 (Yeni),4,Mülk Sahibi Oturuyor,1,23 Şubat 2022,Konut,40 m2,1+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16803,maltepe,"3,600,000TL",,24 Şubat 2022,138 m2,10-May,34,Boş,1,24 Şubat 2022,Konut,96 m2,3+1,16. Kat,Merkezi (Pay Ölçer),Hayır
16804,maltepe,"2,700,000TL",,24 Şubat 2022,120 m2,16-20,5,Mülk Sahibi Oturuyor,1,24 Şubat 2022,Konut,110 m2,3+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
16805,maltepe,"1,425,000TL",,24 Şubat 2022,95 m2,10-May,5,Mülk Sahibi Oturuyor,1,24 Şubat 2022,Konut,80 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16806,maltepe,"1,345,000TL",,24 Şubat 2022,95 m2,4,5,Mülk Sahibi Oturuyor,1,24 Şubat 2022,Konut,75 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16807,maltepe,"1,425,000TL",,23 Şubat 2022,90 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,1,23 Şubat 2022,Konut,80 m2,2+1,3. Kat,Kombi Doğalgaz,Hayır
16808,maltepe,"1,650,000TL",,23 Şubat 2022,120 m2,21 Ve Üzeri,4,Boş,1,23 Şubat 2022,Konut,110 m2,3+1,2. Kat,Kombi Doğalgaz,Hayır
16809,maltepe,"750,000TL",,03 Mart 2022,85 m2,10-May,4,Kiracı Oturuyor,1,23 Şubat 2022,Konut,75 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
16810,maltepe,"1,750,000TL",,28 Şubat 2022,130 m2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,1,23 Şubat 2022,Konut,120 m2,3+1,4. Kat,Kombi Doğalgaz,Hayır
16811,maltepe,"900,000TL",,28 Şubat 2022,150 m2,21 Ve Üzeri,4,Boş,1,23 Şubat 2022,Konut,140 m2,3+1,3. Kat,Kombi Doğalgaz,Hayır
16812,maltepe,"740,000TL",,28 Şubat 2022,70 m2,10-May,9,Kiracı Oturuyor,1,23 Şubat 2022,Konut,55 m2,1+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16813,maltepe,"1,540,000TL",,01 Mart 2022,100 m2,0 (Yeni),4,Mülk Sahibi Oturuyor,1,23 Şubat 2022,Konut,90 m2,2+1,Düz Giriş,Kombi Doğalgaz,Hayır
16814,maltepe,"869,000TL",,23 Şubat 2022,125 m2,10-May,5,Mülk Sahibi Oturuyor,2,23 Şubat 2022,Konut,110 m2,2+1,5. Kat,Kombi Doğalgaz,Hayır
16815,maltepe,"3,250,000TL",,01 Mart 2022,130 m2,0 (Yeni),4,Boş,2,23 Şubat 2022,Konut,120 m2,3+1,1. Kat,Kombi Doğalgaz,Hayır
16816,maltepe,"1,850,000TL",,01 Mart 2022,98 m2,3,4,Mülk Sahibi Oturuyor,1,23 Şubat 2022,Konut,83 m2,2+1,Düz Giriş,Kombi Doğalgaz,Hayır
16817,maltepe,"1,615,000TL",,01 Mart 2022,95 m2,4,4,Mülk Sahibi Oturuyor,1,23 Şubat 2022,Konut,90 m2,2+1,2. Kat,Merkezi (Pay Ölçer),Hayır
16818,maltepe,"2,350,000TL",,01 Mart 2022,130 m2,10-May,4,Mülk Sahibi Oturuyor,2,23 Şubat 2022,Konut,106 m2,3+1,1. Kat,Kombi Doğalgaz,Hayır
16819,maltepe,"985,000TL",,04 Mart 2022,110 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,1,23 Şubat 2022,Konut,90 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
16820,maltepe,"1,540,000TL",,04 Mart 2022,100 m2,0 (Yeni),4,Mülk Sahibi Oturuyor,1,22 Şubat 2022,Konut,85 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16821,maltepe,"950,000TL",,04 Mart 2022,70 m2,3,4,Mülk Sahibi Oturuyor,1,22 Şubat 2022,Konut,55 m2,1+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
16822,maltepe,"2,200,000TL",,22 Şubat 2022,90 m2,4,14,Kiracı Oturuyor,1,22 Şubat 2022,Konut,75 m2,2+1,3. Kat,Merkezi (Pay Ölçer),Evet
