,district,fiyat,,update_date,m2_brut,bina_yasi,kat_sayisi,kullanim_durumu,banyo_sayisi,creation_date,Type,m2_net,oda_sayisi,bulundugu_kat,isitma_tip,site
16551,kucukcekmece,"750,000TL",,08 Kasım 2021,240 m2,21 Ve Üzeri,4,Boş,Yok,02 Ağustos 2021,Konut,239 m2,1 Oda,Düz Giriş,Isıtma Yok,Hayır
16552,kucukcekmece,"1,275,000TLarrow_downward%2",,26 Şubat 2022,60 m2,15-Nov,12,Boş,1,31 Temmuz 2021,Konut,47 m2,1+1,9. Kat,Kombi Doğalgaz,Hayır
16553,kucukcekmece,"4,250,000TL",,21 Aralık 2021,120 m2,2,15,Boş,2,30 Temmuz 2021,Konut,110 m2,2+1,11. Kat,Merkezi (Pay Ölçer),Hayır
16554,kucukcekmece,"495,000TL",,18 Ocak 2022,90 m2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,2,28 Temmuz 2021,Konut,85 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
16555,kucukcekmece,"470,000TL",,01 Mart 2022,95 m2,15-Nov,5,Kiracı Oturuyor,1,29 Temmuz 2021,Konut,75 m2,1+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16556,kucukcekmece,"1,250,000TL",,14 Şubat 2022,60 m2,4,28,Kiracı Oturuyor,1,28 Temmuz 2021,Konut,50 m2,1+1,18. Kat,Merkezi (Pay Ölçer),Hayır
16557,kucukcekmece,"450,000TL",,23 Şubat 2022,150 m2,15-Nov,6,Mülk Sahibi Oturuyor,1,22 Temmuz 2021,Konut,140 m2,2+1,5. Kat,Kombi Doğalgaz,Hayır
16558,kucukcekmece,"1,850,000TL",,11 Ocak 2022,75 m2,2,15,Boş,1,22 Temmuz 2021,Konut,63 m2,1+1,3. Kat,Merkezi (Pay Ölçer),Hayır
16559,kucukcekmece,"4,250,000TL",,11 Ocak 2022,120 m2,2,15,Boş,2,15 Temmuz 2021,Konut,110 m2,2+1,4. Kat,Merkezi (Pay Ölçer),Hayır
16560,kucukcekmece,"900,000TL",,04 Mart 2022,85 m2,0 (Yeni),3,Boş,2,13 Temmuz 2021,Konut,80 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
16561,kucukcekmece,"1,090,000TL",,14 Şubat 2022,140 m2,2,5,Mülk Sahibi Oturuyor,2,08 Temmuz 2021,Konut,120 m2,3+1,3. Kat,Kombi Doğalgaz,Hayır
16562,kucukcekmece,"6,500,000TL",,25 Eylül 2021,270 m2,2,7,Mülk Sahibi Oturuyor,3,07 Temmuz 2021,Konut,220 m2,5+1,Kot 2 (-2). Kat,Yerden Isıtma,Evet
16563,kucukcekmece,"1,965,000TL",,23 Şubat 2022,120 m2,0 (Yeni),14,Boş,1,07 Temmuz 2021,Konut,105 m2,3+1,10. Kat,Merkezi Doğalgaz,Hayır
16564,kucukcekmece,"960,000TL",,17 Şubat 2022,140 m2,0 (Yeni),3,Boş,2,26 Haziran 2021,Konut,135 m2,4+2,3. Kat,Kombi Doğalgaz,Hayır
16565,kucukcekmece,"950,000TL",,04 Mart 2022,160 m2,0 (Yeni),3,Boş,2,23 Haziran 2021,Konut,150 m2,4+1,3. Kat,Kombi Doğalgaz,Hayır
16566,kucukcekmece,"950,000TL",,25 Şubat 2022,140 m2,10-May,3,Kiracı Oturuyor,2,21 Haziran 2021,Konut,120 m2,3+2,3. Kat,Kombi Doğalgaz,Hayır
16567,kucukcekmece,"1,400,000TL",,14 Ocak 2022,100 m2,10-May,5,Kiracı Oturuyor,1,09 Haziran 2021,Konut,95 m2,2+1,5. Kat,Kombi Doğalgaz,Hayır
16568,kucukcekmece,"695,000TLarrow_downward%14",,12 Şubat 2022,75 m2,3,3,Kiracı Oturuyor,1,09 Haziran 2021,Konut,60 m2,1+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16569,kucukcekmece,"1,065,000TL",,03 Mart 2022,160 m2,0 (Yeni),4,Boş,2,08 Haziran 2021,Konut,150 m2,4+2,3. Kat,Kombi Doğalgaz,Hayır
16570,kucukcekmece,"1,200,000TL",,18 Şubat 2022,50 m2,4,25,Kiracı Oturuyor,1,06 Haziran 2021,Konut,49 m2,1+1,12. Kat,Merkezi (Pay Ölçer),Hayır
16571,kucukcekmece,"1,650,000TL",,14 Şubat 2022,200 m2,10-May,4,Boş,2,28 Mayıs 2021,Konut,180 m2,4+2,4. Kat,Kombi Doğalgaz,Hayır
16572,kucukcekmece,"900,000TL",,04 Mart 2022,100 m2,10-May,5,Boş,1,28 Mayıs 2021,Konut,95 m2,2+1,3. Kat,Kombi Doğalgaz,Hayır
16573,kucukcekmece,"1,990,000TL",,14 Şubat 2022,220 m2,1,5,Boş,2,26 Mayıs 2021,Konut,190 m2,4+2,5. Kat,Kombi Doğalgaz,Hayır
16574,kucukcekmece,"1,950,000TL",,17 Şubat 2022,200 m2,3,5,Kiracı Oturuyor,2,27 Mayıs 2021,Konut,180 m2,4+2,Çatı Dubleks,Merkezi Doğalgaz,Hayır
16575,kucukcekmece,"900,000TL",,03 Mart 2022,90 m2,0 (Yeni),4,Boş,2,27 Mayıs 2021,Konut,80 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
16576,kucukcekmece,"900,000TL",,03 Mart 2022,90 m2,0 (Yeni),4,Boş,2,27 Mayıs 2021,Konut,80 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
16577,kucukcekmece,"460,000TL",,14 Şubat 2022,60 m2,21 Ve Üzeri,4,Kiracı Oturuyor,1,26 Mayıs 2021,Konut,50 m2,1+1,4. Kat,Kombi Doğalgaz,Hayır
16578,kucukcekmece,"2,190,000TL",,20 Şubat 2022,160 m2,2,5,Kiracı Oturuyor,2,25 Mayıs 2021,Konut,140 m2,4+1,5. Kat,Merkezi Doğalgaz,Hayır
16579,kucukcekmece,"850,000TL",,15 Şubat 2022,160 m2,15-Nov,8,Kiracı Oturuyor,2,21 Mayıs 2021,Konut,150 m2,3+1,4. Kat,Kombi Doğalgaz,Hayır
16580,kucukcekmece,"1,100,000TL",,21 Şubat 2022,85 m2,0 (Yeni),12,Boş,1,21 Mayıs 2021,Konut,75 m2,2+1,7. Kat,Merkezi Doğalgaz,Hayır
16581,kucukcekmece,"3,400,000TL",,06 Ocak 2022,167 m2,15-Nov,8,Mülk Sahibi Oturuyor,2,17 Mayıs 2021,Konut,140 m2,3+1,6. Kat,Kombi Doğalgaz,Hayır
16582,kucukcekmece,"1,580,000TL",,14 Aralık 2021,150 m2,0 (Yeni),4,Boş,3,04 Mayıs 2021,Konut,145 m2,4+1,4. Kat,Kombi Doğalgaz,Hayır
16583,kucukcekmece,"575,000TL",,04 Mart 2022,130 m2,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,1,03 Mayıs 2021,Konut,125 m2,3+1,5. Kat,Kombi Doğalgaz,Hayır
16584,kucukcekmece,"650,000TL",,15 Kasım 2021,85 m2,0 (Yeni),15,Boş,1,14 Nisan 2021,Konut,70 m2,2+1,6. Kat,Merkezi (Pay Ölçer),Hayır
16585,kucukcekmece,"800,000TL",,20 Şubat 2022,100 m2,10-May,3,Boş,1,14 Nisan 2021,Konut,90 m2,2+1,Kot 3 (-3). Kat,Kombi Doğalgaz,Hayır
16586,kucukcekmece,"2,500,000TLarrow_downward%17",,03 Mart 2022,224 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,4,08 Nisan 2021,Konut,210 m2,6+4,Müstakil,Kombi Doğalgaz,Hayır
16587,kucukcekmece,"3,150,000TL",,03 Mart 2022,570 m2,21 Ve Üzeri,5,Kiracı Oturuyor,4,24 Mart 2021,Konut,520 m2,8+ Oda,5. Kat,Kombi Doğalgaz,Hayır
16588,kucukcekmece,"4,500,000TL",,03 Mart 2022,360 m2,21 Ve Üzeri,3,Kiracı Oturuyor,5,23 Mart 2021,Konut,215 m2,6+2,Müstakil,Kombi Doğalgaz,Hayır
16589,kucukcekmece,"1,100,000TL",,05 Şubat 2022,170 m2,0 (Yeni),3,Boş,2,26 Şubat 2021,Konut,150 m2,5+1,3. Kat,Kombi Doğalgaz,Hayır
16590,kucukcekmece,"1,350,000TL",,07 Ocak 2022,95 m2,0 (Yeni),5,Boş,1,12 Şubat 2021,Konut,90 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
16591,kucukcekmece,"1,730,000TL",,01 Mart 2022,180 m2,0 (Yeni),4,Kiracı Oturuyor,1,05 Şubat 2021,Konut,160 m2,4+2,4. Kat,Kombi Doğalgaz,Hayır
16592,kucukcekmece,"1,650,000TL",,14 Ocak 2022,95 m2,10-May,5,Mülk Sahibi Oturuyor,1,02 Şubat 2021,Konut,90 m2,2+1,5. Kat,Kombi Doğalgaz,Hayır
16593,kucukcekmece,"385,000TL",,03 Mart 2022,95 m2,15-Nov,4,Mülk Sahibi Oturuyor,1,28 Ocak 2021,Konut,90 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16594,kucukcekmece,"1,175,000TL",,02 Mart 2022,185 m2,10-May,2,Mülk Sahibi Oturuyor,1,04 Ocak 2021,Konut,165 m2,4+1,Çatı Dubleks,Kombi Doğalgaz,Hayır
16595,kucukcekmece,"2,600,000TL",,03 Mart 2022,185 m2,15-Nov,4,Boş,2,10 Aralık 2020,Konut,165 m2,3+1,3. Kat,Kombi Doğalgaz,Hayır
16596,kucukcekmece,"1,690,000TL",,02 Mart 2022,105 m2,0 (Yeni),5,Boş,1,19 Eylül 2020,Konut,95 m2,2+1,3. Kat,Merkezi (Pay Ölçer),Hayır
16597,kucukcekmece,"1,020,000TL",,02 Mart 2022,85 m2,0 (Yeni),5,Boş,1,19 Eylül 2020,Konut,70 m2,2+1,3. Kat,Kombi Doğalgaz,Hayır
16598,kucukcekmece,"2,000,000TL",,03 Ocak 2022,200 m2,0 (Yeni),7,Boş,3,19 Eylül 2020,Konut,175 m2,5+1,5. Kat,Kombi Doğalgaz,Hayır
16599,kucukcekmece,"960,000TL",,05 Şubat 2022,80 m2,3,4,Kiracı Oturuyor,1,19 Eylül 2020,Konut,68 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
16600,kucukcekmece,"860,000TL",,05 Şubat 2022,165 m2,21 Ve Üzeri,7,Kiracı Oturuyor,2,19 Eylül 2020,Konut,150 m2,5+1,5. Kat,Kombi Doğalgaz,Hayır
16601,kucukcekmece,"1,080,000TL",,12 Şubat 2022,85 m2,0 (Yeni),5,Boş,1,19 Eylül 2020,Konut,70 m2,2+1,3. Kat,Merkezi (Pay Ölçer),Hayır
16602,kucukcekmece,"1,800,000TL",,20 Şubat 2022,140 m2,0 (Yeni),4,Boş,2,19 Eylül 2020,Konut,120 m2,3+1,2. Kat,Kombi Doğalgaz,Hayır
16603,kucukcekmece,"1,680,000TL",,23 Şubat 2022,90 m2,3,6,Kiracı Oturuyor,1,19 Eylül 2020,Konut,78 m2,2+1,4. Kat,Merkezi (Pay Ölçer),Hayır
16604,kucukcekmece,"2,900,000TL",,02 Mart 2022,125 m2,4,14,Kiracı Oturuyor,1,09 Eylül 2020,Konut,110 m2,2+1,14. Kat,Merkezi (Pay Ölçer),Hayır
16605,kucukcekmece,"980,000TL",,27 Aralık 2021,93 m2,0 (Yeni),12,Boş,1,09 Eylül 2020,Konut,80 m2,2+1,6. Kat,Merkezi (Pay Ölçer),Hayır
16606,kucukcekmece,"760,000TL",,02 Mart 2022,130 m2,21 Ve Üzeri,5,Boş,1,09 Eylül 2020,Konut,110 m2,3+1,3. Kat,Kombi Doğalgaz,Hayır
16607,kucukcekmece,"690,000TL",,02 Mart 2022,90 m2,21 Ve Üzeri,4,Boş,1,09 Eylül 2020,Konut,75 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
16608,kucukcekmece,"490,000TL",,27 Aralık 2021,75 m2,10-May,2,Mülk Sahibi Oturuyor,1,09 Eylül 2020,Konut,60 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16609,kucukcekmece,"2,200,000TL",,27 Aralık 2021,120 m2,3,5,Kiracı Oturuyor,2,09 Eylül 2020,Konut,105 m2,3+1,5. Kat,Kombi Doğalgaz,Hayır
16610,kucukcekmece,"2,250,000TL",,02 Mart 2022,120 m2,3,5,Kiracı Oturuyor,2,09 Eylül 2020,Konut,110 m2,3+1,5. Kat,Kombi Doğalgaz,Hayır
16611,kucukcekmece,"1,980,000TL",,02 Mart 2022,185 m2,4,7,Kiracı Oturuyor,2,09 Eylül 2020,Konut,165 m2,5+1,5. Kat,Kombi Doğalgaz,Hayır
16612,kucukcekmece,"2,400,000TL",,02 Mart 2022,150 m2,3,5,Boş,2,09 Eylül 2020,Konut,130 m2,4+1,5. Kat,Kombi Doğalgaz,Hayır
16613,kucukcekmece,"1,950,000TL",,28 Aralık 2021,200 m2,0 (Yeni),5,Boş,3,09 Eylül 2020,Konut,175 m2,4+2,Çatı Dubleks,Kombi Doğalgaz,Hayır
16614,kucukcekmece,"1,950,000TL",,28 Aralık 2021,105 m2,0 (Yeni),2,Boş,3,09 Eylül 2020,Konut,92 m2,5+1,Düz Giriş,Kombi Doğalgaz,Hayır
16615,kucukcekmece,"2,900,000TL",,02 Ocak 2022,210 m2,0 (Yeni),16,Boş,4,09 Eylül 2020,Konut,180 m2,3+2,14. Kat,Kombi Doğalgaz,Hayır
16616,kucukcekmece,"990,000TL",,02 Ocak 2022,150 m2,15-Nov,6,Boş,2,09 Eylül 2020,Konut,130 m2,4+1,4. Kat,Kombi Doğalgaz,Hayır
16617,kucukcekmece,"590,000TL",,02 Ocak 2022,60 m2,0 (Yeni),2,Boş,1,09 Eylül 2020,Konut,50 m2,1+1,Düz Giriş,Kombi Doğalgaz,Hayır
16618,kucukcekmece,"1,760,000TL",,05 Ocak 2022,90 m2,4,15,Kiracı Oturuyor,1,09 Eylül 2020,Konut,80 m2,2+1,13. Kat,Merkezi (Pay Ölçer),Hayır
16619,kucukcekmece,"2,150,000TL",,05 Ocak 2022,110 m2,3,14,Kiracı Oturuyor,1,09 Eylül 2020,Konut,98 m2,3+1,12. Kat,Merkezi (Pay Ölçer),Hayır
16620,kucukcekmece,"1,250,000TL",,05 Ocak 2022,105 m2,0 (Yeni),10,Boş,1,09 Eylül 2020,Konut,92 m2,2+1,8. Kat,Merkezi (Pay Ölçer),Hayır
16621,kucukcekmece,"850,000TL",,31 Ocak 2022,180 m2,21 Ve Üzeri,7,Kiracı Oturuyor,2,09 Eylül 2020,Konut,150 m2,5+1,5. Kat,Kombi Doğalgaz,Hayır
16622,kucukcekmece,"1,660,000TL",,31 Ocak 2022,170 m2,10-May,10,Kiracı Oturuyor,2,09 Eylül 2020,Konut,155 m2,4+1,10. Kat,Merkezi (Pay Ölçer),Hayır
16623,kucukcekmece,"630,000TL",,31 Ocak 2022,90 m2,21 Ve Üzeri,3,Boş,1,09 Eylül 2020,Konut,70 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
16624,kucukcekmece,"1,550,000TL",,05 Şubat 2022,100 m2,10-May,9,Boş,1,09 Eylül 2020,Konut,90 m2,3+1,7. Kat,Merkezi (Pay Ölçer),Hayır
16625,kucukcekmece,"680,000TL",,05 Şubat 2022,75 m2,0 (Yeni),2,Boş,1,09 Eylül 2020,Konut,65 m2,2+1,Düz Giriş,Kombi Doğalgaz,Hayır
16626,kucukcekmece,"650,000TL",,05 Şubat 2022,95 m2,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,1,09 Eylül 2020,Konut,75 m2,2+1,4. Kat,Kombi Doğalgaz,Hayır
16627,kucukcekmece,"1,090,000TL",,12 Şubat 2022,80 m2,0 (Yeni),8,Boş,1,09 Eylül 2020,Konut,60 m2,2+1,6. Kat,Merkezi (Pay Ölçer),Hayır
16628,kucukcekmece,"990,000TL",,12 Şubat 2022,90 m2,2,6,Kiracı Oturuyor,1,09 Eylül 2020,Konut,80 m2,2+1,4. Kat,Merkezi (Pay Ölçer),Hayır
16629,kucukcekmece,"600,000TL",,12 Şubat 2022,120 m2,21 Ve Üzeri,7,Boş,1,09 Eylül 2020,Konut,105 m2,3+1,5. Kat,Kombi Doğalgaz,Hayır
16630,kucukcekmece,"940,000TL",,14 Şubat 2022,85 m2,0 (Yeni),4,Boş,1,09 Eylül 2020,Konut,75 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
16631,kucukcekmece,"1,080,000TL",,17 Şubat 2022,110 m2,10-May,5,Kiracı Oturuyor,1,09 Eylül 2020,Konut,95 m2,3+1,5. Kat,Kombi Doğalgaz,Hayır
16632,kucukcekmece,"985,000TL",,29 Kasım 2021,195 m2,10-May,3,Mülk Sahibi Oturuyor,2,24 Ağustos 2020,Konut,170 m2,4+2,3. Kat,Kombi Doğalgaz,Hayır
16633,kucukcekmece,"1,550,000TL",,24 Şubat 2022,125 m2,3,3,Boş,1,30 Temmuz 2020,Konut,115 m2,3+1,2. Kat,Kombi Doğalgaz,Hayır
16634,kucukcekmece,"990,000TL",,09 Şubat 2022,100 m2,4,10,Kiracı Oturuyor,1,10 Temmuz 2020,Konut,90 m2,2+1,2. Kat,Merkezi (Pay Ölçer),Hayır
16635,kucukcekmece,"700,000TL",,30 Ocak 2022,75 m2,3,4,Kiracı Oturuyor,1,06 Temmuz 2020,Konut,65 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
16636,kucukcekmece,"1,175,000TL",,07 Şubat 2022,185 m2,10-May,2,Mülk Sahibi Oturuyor,1,29 Haziran 2020,Konut,165 m2,4+1,2. Kat,Kombi Doğalgaz,Hayır
16637,kucukcekmece,"450,000TLarrow_downward%6",,21 Ocak 2022,60 m2,0 (Yeni),3,Kiracı Oturuyor,1,10 Haziran 2020,Konut,50 m2,1+1,1. Kat,Kombi Doğalgaz,Hayır
16638,kucukcekmece,"620,000TL",,15 Ocak 2022,120 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,1,31 Ocak 2020,Konut,115 m2,3+1,2. Kat,Kombi Doğalgaz,Hayır
16639,kucukcekmece,"3,000,000TL",,29 Aralık 2021,130 m2,0 (Yeni),14,Boş,2,29 Aralık 2019,Konut,125 m2,3+1,12. Kat,Merkezi (Pay Ölçer),Hayır
16640,kucukcekmece,"1,100,000TL",,09 Eylül 2021,220 m2,2,15,Boş,2,02 Kasım 2019,Konut,200 m2,3+2,15. Kat,Merkezi (Pay Ölçer),Hayır
16641,kucukcekmece,"700,000TL",,09 Eylül 2021,130 m2,2,15,Boş,1,02 Kasım 2019,Konut,120 m2,3+1,6. Kat,Merkezi (Pay Ölçer),Hayır
16642,kucukcekmece,"750,000TL",,09 Eylül 2021,200 m2,4,11,Boş,2,01 Kasım 2019,Konut,175 m2,3+2,11. Kat,Klimalı,Hayır
16643,kucukcekmece,"1,000,000TL",,06 Aralık 2021,120 m2,0 (Yeni),14,Kiracı Oturuyor,1,06 Aralık 2021,Konut,100 m2,3+1,1. Kat,Merkezi Doğalgaz,Evet
16644,kucukcekmece,"450,000TL",,14 Aralık 2021,140 m2,21 Ve Üzeri,5,Kiracı Oturuyor,1,29 Kasım 2021,Konut,115 m2,3+1,Kot 1 (-1). Kat,Merkezi Doğalgaz,Hayır
16645,kucukcekmece,"1,720,000TL",,24 Kasım 2021,200 m2,15-Nov,2,Mülk Sahibi Oturuyor,3,24 Kasım 2021,Konut,155 m2,4+2,Düz Giriş,Kombi Doğalgaz,Hayır
16646,kucukcekmece,"1,265,000TL",,10 Kasım 2021,220 m2,4,5,Boş,2,10 Kasım 2021,Konut,180 m2,5+2,Çatı Dubleks,Merkezi Doğalgaz,Hayır
16647,kucukcekmece,"2,600,000TL",,28 Ekim 2021,235 m2,2,14,Boş,2,28 Ekim 2021,Konut,175 m2,4+1,13. Kat,Merkezi (Pay Ölçer),Hayır
16648,kucukcekmece,"2,600,000TL",,28 Ekim 2021,235 m2,2,14,Boş,2,28 Ekim 2021,Konut,175 m2,4+1,13. Kat,Merkezi (Pay Ölçer),Hayır
16649,kucukcekmece,"950,000TL",,21 Eylül 2021,215 m2,10-May,4,Mülk Sahibi Oturuyor,2,21 Eylül 2021,Konut,185 m2,5+1,3. Kat,Kombi Doğalgaz,Hayır
16650,kucukcekmece,"360,000TL",,07 Eylül 2021,100 m2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,1,07 Eylül 2021,Konut,90 m2,2+1,4. Kat,Kombi Doğalgaz,Hayır
16651,kucukcekmece,"308,000TL",,07 Eylül 2021,90 m2,10-May,3,Mülk Sahibi Oturuyor,1,07 Eylül 2021,Konut,85 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16652,kucukcekmece,"1,700,000TL",,29 Kasım 2021,120 m2,2,15,Kiracı Oturuyor,1,10 Ağustos 2021,Konut,100 m2,3+1,7. Kat,Merkezi Doğalgaz,Hayır
16653,maltepe,"650,000TL",,26 Şubat 2022,130 m2,10-May,4,Boş,1,26 Şubat 2022,Konut,120 m2,3+1,Kot 1 (-1). Kat,Kombi Doğalgaz,Hayır
16654,maltepe,"1,350,000TL",,24 Şubat 2022,190 m2,10-May,5,Kiracı Oturuyor,2,24 Şubat 2022,Konut,180 m2,4+2,Çatı Dubleks,Kombi Doğalgaz,Hayır
16655,maltepe,"1,150,000TL",,24 Şubat 2022,145 m2,10-May,5,Kiracı Oturuyor,1,24 Şubat 2022,Konut,125 m2,3+1,3. Kat,Kombi Doğalgaz,Hayır
16656,maltepe,"1,300,000TL",,22 Şubat 2022,100 m2,3,4,Mülk Sahibi Oturuyor,1,22 Şubat 2022,Konut,80 m2,2+1,4. Kat,Merkezi (Pay Ölçer),Hayır
16657,maltepe,"475,000TL",,04 Mart 2022,80 m2,21 Ve Üzeri,10,Kiracı Oturuyor,1,23 Şubat 2022,Konut,70 m2,2+1,8. Kat,Kombi Doğalgaz,Hayır
16658,maltepe,"1,740,000TL",,04 Mart 2022,110 m2,21 Ve Üzeri,4,Boş,1,14 Aralık 2021,Konut,95 m2,3+1,2. Kat,Kombi Doğalgaz,Hayır
16659,maltepe,"1,950,000TL",,02 Mart 2022,150 m2,10-May,5,Mülk Sahibi Oturuyor,1,30 Kasım 2021,Konut,140 m2,4+1,5. Kat,Kombi Doğalgaz,Hayır
16660,maltepe,"3,000,000TL",,28 Şubat 2022,123 m2,10-May,15,Boş,1,28 Şubat 2022,Konut,91 m2,2+1,3. Kat,Merkezi (Pay Ölçer),Evet
16661,maltepe,"1,330,000TL",,28 Şubat 2022,120 m2,0 (Yeni),6,Mülk Sahibi Oturuyor,1,28 Şubat 2022,Konut,95 m2,2+1,4. Kat,Kombi Doğalgaz,Hayır
16662,maltepe,"1,050,000TL",,04 Mart 2022,50 m2,0 (Yeni),5,Boş,1,28 Şubat 2022,Konut,44 m2,2+1,Kot 2 (-2). Kat,Yerden Isıtma,Hayır
16663,maltepe,"1,000,000TL",,04 Mart 2022,53 m2,0 (Yeni),5,Boş,1,28 Şubat 2022,Konut,48 m2,2+1,Kot 1 (-1). Kat,Yerden Isıtma,Hayır
16664,maltepe,"1,100,000TL",,04 Mart 2022,65 m2,0 (Yeni),5,Boş,1,28 Şubat 2022,Konut,56 m2,2+1,Kot 1 (-1). Kat,Yerden Isıtma,Hayır
16665,maltepe,"2,850,000TL",,28 Şubat 2022,250 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,2,28 Şubat 2022,Konut,230 m2,4+2,4. Kat,Kombi Doğalgaz,Hayır
16666,maltepe,"2,125,000TL",,28 Şubat 2022,90 m2,3,4,Boş,1,28 Şubat 2022,Konut,80 m2,2+1,3. Kat,Kombi Doğalgaz,Hayır
16667,maltepe,"3,000,000TL",,28 Şubat 2022,123 m2,10-May,15,Mülk Sahibi Oturuyor,1,28 Şubat 2022,Konut,91 m2,2+1,3. Kat,Merkezi (Pay Ölçer),Evet
16668,maltepe,"890,000TL",,28 Şubat 2022,65 m2,10-May,5,Kiracı Oturuyor,1,28 Şubat 2022,Konut,55 m2,1+1,Düz Giriş,Kombi Doğalgaz,Hayır
16669,maltepe,"1,290,000TL",,28 Şubat 2022,60 m2,10-May,19,Mülk Sahibi Oturuyor,1,28 Şubat 2022,Konut,40 m2,1+1,19. Kat,Merkezi (Pay Ölçer),Hayır
16670,maltepe,"1,800,000TL",,28 Şubat 2022,180 m2,10-May,5,Mülk Sahibi Oturuyor,2,28 Şubat 2022,Konut,145 m2,3+2,4. Kat,Kombi Doğalgaz,Hayır
16671,maltepe,"1,850,000TL",,27 Şubat 2022,110 m2,10-May,5,Mülk Sahibi Oturuyor,1,27 Şubat 2022,Konut,85 m2,3+1,4. Kat,Kombi Doğalgaz,Hayır
16672,maltepe,"1,400,000TL",,27 Şubat 2022,95 m2,0 (Yeni),4,Mülk Sahibi Oturuyor,2,27 Şubat 2022,Konut,80 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
16673,maltepe,"1,600,000TL",,27 Şubat 2022,90 m2,2,6,Mülk Sahibi Oturuyor,1,27 Şubat 2022,Konut,70 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
16674,maltepe,"2,450,000TL",,28 Şubat 2022,90 m2,10-May,4,Mülk Sahibi Oturuyor,1,28 Şubat 2022,Konut,80 m2,2+1,1. Kat,Merkezi (Pay Ölçer),Hayır
16675,maltepe,"3,250,000TL",,27 Şubat 2022,340 m2,21 Ve Üzeri,7,Mülk Sahibi Oturuyor,3,27 Şubat 2022,Konut,300 m2,5+2,7. Kat,Kombi Doğalgaz,Hayır
16676,maltepe,"2,370,000TL",,28 Şubat 2022,130 m2,2,4,Boş,2,28 Şubat 2022,Konut,110 m2,3+1,2. Kat,Merkezi (Pay Ölçer),Hayır
16677,maltepe,"1,950,000TL",,04 Mart 2022,225 m2,10-May,10,Mülk Sahibi Oturuyor,2,28 Şubat 2022,Konut,200 m2,5+2,Çatı Dubleks,Kombi Doğalgaz,Hayır
16678,maltepe,"1,425,000TL",,27 Şubat 2022,90 m2,21 Ve Üzeri,4,Boş,1,27 Şubat 2022,Konut,80 m2,2+1,3. Kat,Kombi Doğalgaz,Hayır
16679,maltepe,"575,000TL",,04 Mart 2022,95 m2,15-Nov,5,Mülk Sahibi Oturuyor,1,28 Şubat 2022,Konut,80 m2,3+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16680,maltepe,"835,000TL",,27 Şubat 2022,95 m2,15-Nov,5,Kiracı Oturuyor,1,27 Şubat 2022,Konut,84 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
16681,maltepe,"1,167,000TL",,27 Şubat 2022,85 m2,1,5,Mülk Sahibi Oturuyor,1,27 Şubat 2022,Konut,75 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
16682,maltepe,"3,600,000TL",,01 Mart 2022,165 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,3,27 Şubat 2022,Konut,150 m2,3+1,1. Kat,Merkezi (Pay Ölçer),Hayır
16683,maltepe,"1,625,000TLarrow_downward%2",,26 Şubat 2022,130 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,2,26 Şubat 2022,Konut,105 m2,3+1,4. Kat,Kombi Doğalgaz,Evet
16684,maltepe,"2,875,000TL",,01 Mart 2022,200 m2,10-May,4,Boş,2,26 Şubat 2022,Konut,180 m2,3+2,4. Kat,Kombi Doğalgaz,Hayır
16685,maltepe,"1,100,000TL",,26 Şubat 2022,180 m2,16-20,5,Kiracı Oturuyor,2,26 Şubat 2022,Konut,165 m2,4+2,1. Kat,Kombi Doğalgaz,Hayır
16686,maltepe,"690,000TL",,26 Şubat 2022,100 m2,16-20,6,Mülk Sahibi Oturuyor,1,26 Şubat 2022,Konut,85 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
